"","SurveyResponseID","Qdemosage","Qdemoshispanic","Qdemosrace","Qdemoseducation","Qdemosincome","Qdemosgender","Qsexualorientation","Qdemosstate","Qamazonusehowmany","Qamazonusehhsize","Qamazonusehowoft","Qsubstanceusecigarettes","Qsubstanceusemarijuana","Qsubstanceusealcohol","Qpersonaldiabetes","Qpersonalwheelchair","Qlifechanges","QsellYOURdata","Qsellconsumerdata","Qsmallbizuse","Qcensususe","Qresearchsociety","ShippingAddressState","TOTAL_EXCERCISE_SPENT","MORE_THAN_AVERAGE","HAS_PURCHASED_MOTHERBOARD","HAS_PURCHASED_GOLF_BAG","HAS_PURCHASED_TOYS_AND_GAMES","HAS_PURCHASED_SUGAR_CANDY","HAS_PURCHASED_SKATEBOARD","HAS_PURCHASED_GAMES","HAS_PURCHASED_AMAZON_BOOK_READER","HAS_PURCHASED_WEARABLE_COMPUTER","HAS_PURCHASED_PET_SUPPLIES","HAS_PURCHASED_SPORTING_GOODS","HAS_PURCHASED_ABIS_BOOK","HAS_PURCHASED_HEADPHONES","HAS_PURCHASED_PHYSICAL_VIDEO_GAME_SOFTWARE","HAS_PURCHASED_SNACK_CHIP_AND_CRISP","HAS_PURCHASED_DOWNLOADABLE_VIDEO_GAME","HAS_PURCHASED_OUTDOOR_LIVING","HAS_PURCHASED_COOKIE","HAS_PURCHASED_MEAT","HAS_PURCHASED_SWIMWEAR","HAS_PURCHASED_FOOD_STORAGE_CONTAINER","HAS_PURCHASED_MASSAGER","HAS_PURCHASED_WEIGH_SCALE","HAS_PURCHASED_SPEAKERS","HAS_PURCHASED_PLANNER","HAS_PURCHASED_INSTRUMENT_PARTS_AND_ACCESSORIES","HAS_PURCHASED_MEDICATION","HAS_PURCHASED_VEGETABLE","HAS_PURCHASED_VITAMIN","HAS_PURCHASED_PET_FOOD","HAS_PURCHASED_SKIN_MOISTURIZER","HAS_PURCHASED_COFFEE","HAS_PURCHASED_PHYSICAL_MOVIE","HAS_PURCHASED_NUTRITIONAL_SUPPLEMENT","HAS_PURCHASED_SKIN_CLEANING_AGENT","HAS_PURCHASED_HERBAL_SUPPLEMENT","HAS_PURCHASED_MINERAL_SUPPLEMENT","HAS_PURCHASED_PROTEIN_DRINK","HAS_PURCHASED_PROTEIN_SUPPLEMENT_POWDER","HAS_PURCHASED_DIETARY_SUPPLEMENTS","HAS_PURCHASED_ABIS_SPORTS","HAS_PURCHASED_HEALTH_FOOD","HAS_PURCHASED_SPORTS_DRINK"
"50","R_3dLIoluOWx9n4OG","25 - 34 years","Yes","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","Texas","1 (just me!)","4+","Less than 5 times per month","No","No","Yes","Yes","No","","No","Yes if consumers get part of the profit","No","No","Yes","TX",225.8,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0
"51","R_2rJyfdZGQD2rif2","45 - 54 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Female","heterosexual (straight)","California","2","4+","5 - 10 times per month","No","Yes","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","NV",38.91,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"52","R_2SiVXI2QZ5GDasH","25 - 34 years","No","White or Caucasian,Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","LGBTQ+","California","1 (just me!)","1 (just me!)","More than 10 times per month","No","Yes","Yes","No","No","","No","No","No","No","No","CA",64.88,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"53","R_RekNI4I8FXKS9lT","45 - 54 years","Yes","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Florida","1 (just me!)","2","Less than 5 times per month","I stopped in the recent past","No","I stopped in the recent past","No","No","","No","No","No","No","No","FL",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"54","R_0DoXqOQl0hxEeFH","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Utah","2","2","More than 10 times per month","I stopped in the recent past","Yes","No","No","No","Moved place of residence","No","No","I don't know","Yes","Yes","UT",13.99,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"55","R_2bPZUcXMwF3Vzib","25 - 34 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Male","heterosexual (straight)","Florida","2","4+","More than 10 times per month","No","No","I stopped in the recent past","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","FL",30.78,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"56","R_3EEkdVDJ2YHiSOj","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Mississippi","2","4+","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","Yes","MS",5.99,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
"57","R_qLwbCgz580doM4V","45 - 54 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","heterosexual (straight)","Arizona","2","2","More than 10 times per month","No","No","Yes","No","No","","No","No","No","No","Yes","AZ",87.3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"58","R_2rMJHlcINrHEFVL","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Male","LGBTQ+","Pennsylvania","2","2","5 - 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CT",124.93,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
"59","R_1lsgykNxEU4BXTI","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","Arkansas","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","No","No","No","I don't know","AR",319.89,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"60","R_2tc9WxJNVPJwvOW","18 - 24 years","Yes","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","LGBTQ+","New York","2","2","Less than 5 times per month","No","No","No","No","No","Lost a job ,Moved place of residence,Had a child","Yes","Yes","Yes","Yes","Yes","NY",63.13,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0
"61","R_3nMiRw4shx6bl2P","35 - 44 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Female","heterosexual (straight)","California","1 (just me!)","4+","5 - 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","CA",32.95,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
"62","R_3papb8tA6MhY9Ga","25 - 34 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Pennsylvania","1 (just me!)","1 (just me!)","5 - 10 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","MA",31.48,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0
"63","R_tE5w1f3a4CUcQyl","45 - 54 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","Florida","2","4+","5 - 10 times per month","No","No","Yes","Yes","No","","No","No","Yes","No","I don't know","FL",0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0
"64","R_xsyCKTazvY4vHbz","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Michigan","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","Yes","MI",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0
"65","R_UxUPzvBlS75I6ul","45 - 54 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","New York","2","4+","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","No","I don't know","I don't know","Yes","NY",209.37,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0
"66","R_2CIKXJBmVNzKe2I","25 - 34 years","No","Asian","Bachelor's degree","$75,000 - $99,999","Female","LGBTQ+","New York","1 (just me!)","3","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes","Yes","Yes","Yes","NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"67","R_2Vxxas8YTz85ckg","25 - 34 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Massachusetts","1 (just me!)","3","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","",393.5,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0
"68","R_22Wzy1G9WL8KGax","45 - 54 years","No","Asian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","New Jersey","1 (just me!)","2","Less than 5 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","Yes","NJ",21.99,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0
"69","R_2pQU4najBWmK2eS","25 - 34 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Indiana","2","2","5 - 10 times per month","No","No","Yes","No","No","Became pregnant,Had a child","I don't know","I don't know","I don't know","I don't know","Yes","KY",0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
"70","R_2ze9t15YGQDJxR3","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","heterosexual (straight)","Illinois","1 (just me!)","4+","Less than 5 times per month","No","No","Yes","No","No","Divorce,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","I don't know","IL",50.75,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0
"71","R_2pPHDZGt8o0cCna","25 - 34 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","Tennessee","1 (just me!)","1 (just me!)","Less than 5 times per month","No","Yes","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","TN",68.67,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"72","R_3Jq0a5Bn6y6pYKy","55 - 64 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Female","heterosexual (straight)","New Jersey","3","4+","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","No","Yes if consumers get part of the profit","I don't know","No","Yes","NJ",98.87,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0
"73","R_YPSS9WRS3ZVKQPn","45 - 54 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","New York","1 (just me!)","2","More than 10 times per month","Yes","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","I don't know","NY",20.96,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"74","R_2ugDyrE1yi1FjvH","45 - 54 years","No","Asian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Nebraska","4+","4+","Less than 5 times per month","No","No","No","No","No","","No","No","No","No","No","NE",284.98,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0
"75","R_2mKYTXpTsUEkSGt","35 - 44 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","Oregon","1 (just me!)","1 (just me!)","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","OR",109.9,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
"76","R_VUuTFGkN2NYoiCB","25 - 34 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","heterosexual (straight)","Alabama","1 (just me!)","3","Less than 5 times per month","Yes","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","Yes","AL",35.99,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"77","R_1OYP3LK9YZu0Gig","45 - 54 years","No","Black or African American","High school diploma or GED","$75,000 - $99,999","Female","heterosexual (straight)","Virginia","1 (just me!)","4+","5 - 10 times per month","No","No","No","Yes","No","","No","No","Yes","I don't know","Yes","VA",39.31,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
"78","R_2ygdFv2BO8JcFgT","25 - 34 years","No","Black or African American","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","South Carolina","1 (just me!)","4+","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","No","No","No","No","No","SC",16.99,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
"79","R_8eKGNVrEIgSCi09","35 - 44 years","Yes","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Idaho","1 (just me!)","4+","Less than 5 times per month","Yes","Yes","Yes","No","No","Lost a job ","No","No","No","No","Yes","ID",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0
"80","R_0BCm9hRP9iTI081","25 - 34 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Colorado","1 (just me!)","1 (just me!)","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","Yes","TX",80.33,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
"81","R_2alybIrtMFx3zDD","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","Texas","2","4+","More than 10 times per month","No","No","No","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","No","WA",137.92,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
"82","R_22tZfZkw9b1zxls","35 - 44 years","Yes","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999","Female","heterosexual (straight)","Mississippi","1 (just me!)","3","Less than 5 times per month","Yes","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","MS",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
"83","R_6FFYPC0OsCgV4Rz","25 - 34 years","No","White or Caucasian,American Indian/Native American or Alaska Native","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","New Jersey","1 (just me!)","2","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","PA",89.54,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
"84","R_3pm4Od2kUSXlZgY","45 - 54 years","Yes","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","Florida","3","3","5 - 10 times per month","No","No","Yes","No","No","","No","No","I don't know","No","I don't know","FL",68.73,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"85","R_2ClZTreQFwcrcpb","25 - 34 years","No","White or Caucasian,American Indian/Native American or Alaska Native","High school diploma or GED","$25,000 - $49,999","Female","LGBTQ+","Washington","4+","4+","5 - 10 times per month","Yes","No","No","Yes","Yes","Lost a job ,Moved place of residence,Became pregnant","No","No","Yes","I don't know","Yes","",69.96,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0
"86","R_PIhjSFbZrFzqmf7","35 - 44 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","heterosexual (straight)","Washington","1 (just me!)","3","Less than 5 times per month","Yes","No","Yes","No","No","Moved place of residence","No","No","Yes","I don't know","I don't know","WA",0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0
"87","R_12QFQ7lCIls8sRd","45 - 54 years","Yes","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","California","1 (just me!)","4+","More than 10 times per month","No","No","No","No","No","","No","No","Yes","Yes","Yes","CA",165.98,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
"88","R_2sdyE1uJjHZElM1","35 - 44 years","No","Asian","Bachelor's degree","$150,000 or more","Female","heterosexual (straight)","California","2","4+","5 - 10 times per month","No","No","Yes","No","No","","No","No","No","No","No","CA",733.4,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"89","R_2taM3mpNPF0o1yf","25 - 34 years","No","Asian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","California","1 (just me!)","3","5 - 10 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CA",506.56,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
"90","R_3L20DbmNPSMtKUd","55 - 64 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Female","heterosexual (straight)","Florida","3","2","More than 10 times per month","No","No","Yes","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","No","No","Yes","Yes","FL",57.85,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"91","R_1iqcSXu4qkF2xNw","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Female","heterosexual (straight)","Georgia","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","I don't know","I don't know","GA",73.76,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
"92","R_2zZ7CfEvq7LOq8p","35 - 44 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","heterosexual (straight)","Kentucky","2","4+","5 - 10 times per month","No","No","No","Yes","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","KY",74.09,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
"93","R_poAMNEGUrLMuPQJ","25 - 34 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","LGBTQ+","Texas","4+","4+","5 - 10 times per month","No","I stopped in the recent past","No","No","No","","Yes if I get part of the profit","No","No","No","Yes","TX",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"94","R_1DTocDmr98DeSu5","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Female","LGBTQ+","Massachusetts","2","2","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","MA",0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0
"95","R_9BuaSujzfvulXoJ","45 - 54 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","Michigan","1 (just me!)","4+","Less than 5 times per month","Yes","Yes","Yes","No","No","","No","Yes if consumers get part of the profit","No","No","Yes","MI",10.97,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"96","R_1r33v6LzEZZ2k55","25 - 34 years","Yes","Black or African American","Bachelor's degree","$25,000 - $49,999","Female","LGBTQ+","California","1 (just me!)","3","More than 10 times per month","No","Yes","Yes","No","No","Moved place of residence","No","No","No","No","No","CA",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0
"97","R_1DJdUrYA1I0QAKh","55 - 64 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Indiana","1 (just me!)","2","5 - 10 times per month","No","No","No","No","No","","No","Yes if consumers get part of the profit","No","No","I don't know","OH",39.33,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
"98","R_3q9idVBBCxBY9hK","45 - 54 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Washington","1 (just me!)","4+","More than 10 times per month","No","No","No","No","No","","Yes","Yes","No","No","Yes","WA",0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0
"99","R_3RkfNRfoCRk7p4x","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","Texas","2","3","More than 10 times per month","I stopped in the recent past","Yes","Yes","No","No","Lost a job ","No","No","No","No","I don't know","TX",62.96,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0
"100","R_296TilpFavYD0lz","35 - 44 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","Illinois","1 (just me!)","1 (just me!)","5 - 10 times per month","I stopped in the recent past","No","I stopped in the recent past","No","No","","No","No","No","Yes","Yes","IL",14.99,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0
"101","R_CdkexeCTNy6chYR","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","LGBTQ+","Arizona","2","4+","5 - 10 times per month","No","Yes","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","Yes","AZ",129.46,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
"102","R_3GBSX5xvcH0uSyx","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Female","heterosexual (straight)","Louisiana","2","2","Less than 5 times per month","No","No","No","Yes","No","Divorce","No","No","No","No","I don't know","LA",0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"103","R_1OlyKZYuQUE5Cgc","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Male","heterosexual (straight)","Tennessee","2","2","5 - 10 times per month","No","No","Yes","No","No","Became pregnant","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","",71.93,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0
